UID,actual_time
IYDDwR7fLM,99.10294118
O8k0c2vmUY,184.7426471
zb7K3AvMKs,37.51470588
mDTjAzHfH7,81.49264706
jrROgJFUeD,87.33088235
i21EePbFsg,43.33823529
Rmnpu8d6kF,23.41176471
KN7MRECdyq,244.7720588
ou6lWvIFMx,168.9705882
ThFve7NZGa,248.8602941
wnfjNarKUs,347.4926471
quHRefWkx6,33.57352941
b2Oo5tIhPb,45.53676471
Iaemtp4zPK,23.94852941
4vbuMX3eMa,49.11029412
SqBTJkZTsR,24.30882353
Vqr7REn9pi,47.86029412
Lb5prAtmTZ,630.1470588
kLN4j6bz2H,25.05147059
5XjkqmmSgj,61.58823529
DGZidKNJc0,93.44852941
U6oiVq72Hk,26.20588235
9ZIxs28wMq,51.63235294
OLixV3vIBs,26.03676471
HtdhVGUKWR,53.16911765
D2dmKfTaoR,90.68382353
MhIRWX7amz,44.84558824
atMwUiHFX2,57.32352941
ScpEU2tzFp,31.43382353
dm9NmfI6Tg,37.78676471
B23v7kwInm,67.03676471
H4VTDGePwJ,35.81617647
9ixdvLi5kt,51.99264706
aaasNXIZR9,22.83823529
ykEunHYQMc,76.29411765
vuX20P6i3p,198.4632353
GKVv2JuL4w,379.2426471
wNnPu4ScLc,519.3382353
OSKUPSFdwi,22.88235294
uRcRDzZ692,84.18382353
EPYs8ROwsj,171.7941176
3vGohp9t0Z,325.9779412
GDoOha6AiB,367.7352941
uq6V9I4lyU,410.8823529
SlLsJBN8cj,26.55882353
RYZYdBz8lb,64.07352941
T0UgA4VPwO,40.02941176
NvEecFcDZc,163.3676471
qeMGatMJut,25.125
6a6erdK3bk,70.28676471
B3HHCWRYvN,58.44852941
hndzkXcClq,133.3014706
IDSSMQLBf6,67.72794118
rZobZHBg5c,39.08823529
2b3Vo2ac5D,70.80147059
5XrGZ23ecB,24.375
QKzlklwRew,100.5514706
xZhyE6BEaY,33.16911765
wA0Vo1y9qz,47.71323529
FDJkvXrVgs,17.60294118
lbb2uAWimd,49.72794118
pDz3LQzlPI,67.15441176
qfNb2mRWuZ,83.32352941
rgSL68Ekib,47.53676471
YebEl0vuKA,66.49264706
OB66wTXoY7,77.52205882
38vWdrwDZ0,129.0808824
PklN1LOzk8,26.63235294
fuljq6VDOV,77.47058824
RHBKb9xpTG,30.47058824
yDdieMsppf,107.7941176
wrsoEuBFWQ,267.8161765
DoV7d6Uphv,304.0735294
jH8jbCRpu6,300.6176471
pfKzjH54q8,358.0367647
eGGTWc8gde,378.5588235
lJGCK8Hy83,499.4411765
15ItSHKCEu,556.375
pObX3qePjI,641.0955882
mF6EeizWUD,653.0514706
rx002Bfv1S,696.4926471
Ol79HNdubc,700.7279412
4sa38Z2fxV,693.2205882
u4S1x75JSo,850.7205882
Owi2eMWwDG,1028.154412
9C7rMGLSmE,1078.794118
h0wfYMjd9A,1093.25
EjjZoWvaxE,1212.125
fGIRb3Ar5p,1209.602941
vN6hUVfQP9,1316.588235
SNqvUeA8uZ,1452.941176
ygCcUUDKCK,24.375
lERdLzv7il,67.22058824
Av35HWWP1U,72.86029412
fIg3gQySoL,39.83823529
RtafKFOwEZ,83.55882353
g4J5IuqQfX,129.6029412
moV5pazK2r,35.83088235
laIqNZ6NUU,67.80882353
NuB6YXMD85,74.22794118
H3msgzxVco,25.66911765
6iAG6p10Ai,71.93382353
NJCT1LXCAg,44.90441176
IAf4mIpHkm,102.3455882
6MDZ6gxukL,127.5955882
Ybk20O1Ubh,66.05147059
6wzGNK4E6v,25.66176471
Jo86ujZbIi,59.20588235
wfMU2IYUek,37.39705882
vKcWmwdfDX,40.46323529
Z53EwInL9R,15.46323529
u8GoqCfcmu,23.25735294
IuIYNx3pmw,47.35294118
c6oGIN448T,29.39705882
CUfdtYxFtI,62.10294118
mKhUpUAi14,135.7132353
FKXDUTFvo0,56.47058824
apYaViLkOT,21.06617647
aoz7gwkjSG,93.86029412
6RVNS6oJtW,259.9411765
iOuA72na8x,270.2279412
q4HgYuw9ej,314.4411765
l5oCCrWtQk,393.3088235
XILCVKq60T,387.6691176
FPJQE6UNvS,42.32352941
p9LAsLMk3V,59.66911765
OJI0uJ5ID3,114.125
AyiClucrmf,134.5514706
Y4rIBWZviS,154.375
UNVIjp9toz,202.1985294
kdMghIUSSX,260.9852941
3Tm6ztiUtU,315.6764706
sdFJPtnH6Z,299.4558824
OXz7RoDE64,400.4926471
xxFooL3W1j,416.3602941
sW7TU00Lf9,532.375
ZSHWUOFieS,592.9632353
csWvxbmdH2,657.2132353
2mKuCggpBc,669.8382353
0NyLMCPhRb,670.0367647
jctoOuFxIX,725.4926471
0vthxCQSip,789.1764706
AFeGcB19TA,866.9779412
kz1JDscJSo,873.1691176
VfKAF5os1y,920.6323529
Tme4PYFvhM,948.5808824
oBKWYq80G8,944.3382353
0NpAdZ5t7m,975.2352941
a02ZunG06j,17.47058824
rysKxocBeX,52.52205882
rvVJNrBsWi,62.25
gjx8zFHD25,227.6838235
bYpP3NROrg,245.5882353
qxPCnKqSCL,356.1470588
RL7oq3jGiR,454.1176471
VMvyUXPZG5,543.7352941
4znDtio76Z,580.375
BpZMW9OcrO,28.61764706
kdcPYFAqTh,58.38235294
xkinBHt41w,84.29411765
DyFvUwbIYR,113.125
SPiom1Fm3D,177.3014706
gvPDvYSeDD,203.8161765
lYbC4aLCFF,291.3235294
o1m9HabE0U,356.7720588
NxBF3zIF0m,427.75
o4FWlNSIjW,514.2941176
muLGp381Pp,531.1764706
NMHvJyRab5,36.49264706
gJbg7VHfys,88.07352941
BY2bOnnpI8,169.7279412
1A9bWOcZb2,205.9117647
wjkftIpHZh,300.3455882
t4Ooc31W6d,387.3602941
P2IxsQHMeG,409.0073529
9ElwHFZOvA,436.7941176
IJOXntRjfu,560.5882353
EzNi8Eb14C,596.5661765
Wc5P7pDF7h,654.0073529
45qrFG0wGN,29.07352941
tDJAVYGuA5,84.75735294
KE8Hk01WXE,25.54411765
XJDONpVVf1,92.21323529
UVIAzZ3XJX,52.86764706
NKQZ7zHzKQ,59.57352941
jUUg3Gj6FD,33.61029412
3N597kadin,58.77941176
pbSaW8oU06,31.65441176
pf0LzfqWHw,54.02941176
VdmNt2WmDU,148.4558824
bMZPsbDI3U,11.08088235
C0530EMt9v,23.68382353
jApoca06R1,33.19852941
prEvI5v1je,29.5
lEU8mFHNhb,25.71323529
kzQw8HOASr,16.06617647
2Um7ILubL9,28.17647059
qw1ABdaXpY,18.33088235
Ln6ZI4hNXB,63.09558824
Uih17MEM5h,82.11029412
nQ97RCtuyz,19.16911765
DE6RsjuZrd,30.59558824
bX1F5DRYyr,17.11029412
SBQqdeSQwZ,38.27205882
Gd41tGc41s,77.28676471
oCvMGphkD2,190.6029412
Z7IqFczixl,215.1691176
Ak2m7PGYg2,302.8455882
QglHsnPUoa,327.625
rLAONLHe2B,396.3161765
wkDFkRNGSG,560.4705882
2Ui5wEL9Ft,579.1397059
fPrQcXEaY7,627.0588235
4HwGko6xJB,669.4705882
GPc5kmCz1u,662.6102941
tY2xYjNAYL,705.3308824
pajxurEqlF,773.4852941
jwdDSLUEVn,895.1544118
ZSPl4XEytX,936.3455882
BGtAvoB044,980.1838235
4yh1EUqRO8,1132.610294
RWbqetub9f,1191.705882
kVVA5ZfEi1,1213.301471
rkvMYpHbNF,1316.235294
NzT7lHRfYN,1322.154412
JFxwF8bx8C,1438.926471
J6WU0Xvsms,1548.977941
Juop2o7rVG,1604.713235
dMaWvd7teS,1815.014706
KIZ10SBSPo,1936.801471
r6ZeXIofjP,1950.683824
p9ngx6Ump5,2061.713235
yUIniMyC5O,2135.330882
Lw8Tjt6QyT,2212.404412
af4rpAoKXz,2299.632353
8J1Tl2Bmkd,2344.992647
JZp3m7NJvN,2429.080882
80BtL6W9xP,2446.477941
y7qQs1h6HU,2607.411765
S66lSIZOWa,88.06617647
bN8FtimZuC,21.45588235
nC8PTqgso5,30.31617647
LDdV0e0t81,44.27941176
9Tz4KwJhRW,64.56617647
IgErni6iLb,11.92647059
RUWWpEQ2Ye,48.40441176
xqxo8mpOAM,124.3823529
SqE07CDuTv,28.22794118
7oUnOwxsa7,49.81617647
SWazFB1iPY,56.59558824
wvoWRh0UIm,66.58088235
Le04IyQ8kV,39.50735294
7wDjHll4BN,52.97794118
7jCquDgP5V,68.27205882
qM87KeMxlQ,113.375
notcVZV1tk,37.78676471
ZRhkcpfJjc,46.58823529
cQSn4KFxoL,695.8014706
eFnHRTi1Yq,32.30882353
gx10o7AG8r,36.54411765
atmmwpeb8p,67.36764706
KwsTf7LWK1,929.0367647
niNLT6Kfy0,36.08823529
Vw8aEza9xY,49.13235294
ArSiPnZhRK,23.55147059
nJZCpX5757,85.00735294
a0JanIwWvE,85.02205882
ih3tB3oito,30.65441176
80ZWkM4GD2,59.41176471
Oy2nzRJTUJ,14.51470588
WA24pZLmZ0,23.71323529
XVxYfzgDNT,33.19117647
zZcyXbwtqn,68.68382353
BybReTMfC7,11.94117647
vhFlQoFu9E,32.67647059
MpRtEtIne7,54.82352941
Z5HMp9zG3v,10.86029412
of7UQCtNIK,17.27205882
viqJR9H4UN,48.51470588
Zi97YAxWns,25.86029412
P66TGkwFRq,15.03676471
sCZQWgbIHF,32.06617647
htuTOXnTgu,10.63235294
77X5ZbdIcw,49.73529412
m4hZ2JKq9W,52.47794118
mvlrS9BBy7,51.125
FQOLJzYjh9,117.5808824
qjukxEkM09,273.9558824
rfrhMkUl7R,23.69852941
WFGIlTF3Ff,55.29411765
s7gGY1nNcu,57.21323529
OTZeZ4JDRa,11.85294118
31wK9iglWl,27.35294118
JtUuyhoeQb,48.08088235
8YijY2eOvI,58.23529412
OdeNq9kumo,63.01470588
IfBjS2mKfZ,89.60294118
uhlMRJgJeO,12.03676471
WjzDXBAyKB,25.38970588
JBVwFzOdRy,46.44852941
jsyF0Rtkgw,83.70588235
P1Tr91W65T,104.3161765
IoVzNJTwvA,100.6102941
rvR3aLQVUz,10.66176471
zmY7FxCzA4,11.03676471
Q9cPEWWJMR,63.44852941
d2DePhr6jC,10.61764706
jly4kKhplW,28.36029412
vRERVPoH2N,52.27941176
qcb5lo1qq2,40.67647059
o1GCD50d24,131.2867647
Ri00DvSjWd,212.25
FxHqxVczFI,271.8529412
1hmf2FGi0k,413.8970588
gNn7B5Hvmz,482.5367647
UVZrWJhEzF,510.2867647
WlichJPM2l,583.6838235
YBjCuShmqY,671.2794118
Pc0BWalIlD,729.875
ITb1ST6Uxm,784.7426471
MmRuAinToc,852.7573529
YoBUSQjmmt,879.875
gAJM43I73n,946.2352941
qrW2EZ37Qs,963.1985294
ufADSisGhw,987.25
rdJvOHZjvo,43.16176471
A5t0Y3Mvac,51.30882353
Fp3xY3dVK7,45.71323529
BugtGWVFQg,27.83823529
ZMBkdNaNlx,63.70588235
EQVvKFfg36,48.66911765
mG34fM1NeJ,17.90441176
aU9MB0THTO,34.64705882
L3XjiwPM4V,41.24264706
5MTi5iYiRu,138.2058824
Pn1AzAn3UB,164.6544118
ANnWv1u6ee,15.82352941
QWv1qXFISU,47.55882353
6YLjNW6f6g,26.69852941
SZrqoXMjJq,10.70588235
mhuwGo569K,60.69117647
SjxneP42Sk,11.83823529
kYMKNZB6uY,44.59558824
iNusejLRgC,33.77205882
qB7HilVIf9,49.10294118
EcG7byNjHA,19.02941176
CS0eOBDY16,55.125
4i6MR0BHyV,14.38970588
P3pw0XTYLL,81.61764706
BeqhXx699j,26.56617647
waghVAsUC7,106.8676471
KcSbSRJK2b,10.80147059
mKQppBPvh5,23.40441176
lfBzZQRlsg,69.78676471
bk1hmYC8Es,136.7941176
qQXK61zMsI,179.9117647
P9JQlnbpjM,20.25
7vWu5XMv6S,64.91911765
vUZno2PMMl,31.32352941
kEK21Deq94,44.375
GsvXfP2jkZ,41.06617647
8BEw0SXgx4,26.5
CB6YqT9H9V,28.74264706
Qy2zsZ5Ahq,76.98529412
dhxSvo4ZjB,62.60294118
Ssg35CJ6yH,58.77205882
4SYl58b1Vg,26.48529412
f6rZSdOTpO,25.125
AgZyrzT0yn,53.02941176
Ghpr9ud1Pv,71.55147059
FUMJx7452Z,104.2867647
2gGgPIxzAq,45.00735294
CaEYuf5qYn,34.28676471
lv188SDIs6,50.10294118
yhqqMqHK28,41
a4IJ1borzT,131.5
viaNQ3mED8,35.94117647
sGhemQdhdO,50.41176471
QEb0ta3nIB,32.94852941
N52GsHrBxS,70.08088235
5E7ztT6oOg,46.02941176
ObsoqM0tgA,58.52941176
3JuRw793jk,27.61764706
6S7Bku5H6p,33.55147059
9Bb0ZMauih,14.52941176
QdjNFypMfb,11.08823529
Ka4ErxqhDy,47.59558824
WqvjEKPnGI,52.83088235
qpsHREtKPb,111.0367647
t6GhnX5VGX,35.05882353
j1BNQ16sA3,94.86764706
h3sLwI2s7Y,132.1985294
vFdnRoqQFz,74.65441176
wmYstWUWZJ,75.13970588
NofCC6nI9i,31.10294118
b4ixyPNyMx,72.09558824
AwEmHwJbQ1,93.02205882
CPfkNffYwX,36.33823529
KS1UduvE7i,55.22794118
85dUlr7fqo,41.68382353
afojmHfmg4,39.80147059
jK1WxYHm4O,71.16176471
d9lvrquP4A,113.5882353
qWqLq24j70,182.0147059
E4gi229mLr,323.8235294
PJoJky0yST,380.375
XnALDspOgR,126.5514706
IT7Xt1MLLN,132.3897059
fBqwsh16Db,226.9779412
Gv0euEcMYP,249.5441176
50YpqEU2ER,264.4191176
1VhNJzqk4v,479.8088235
0P0JTiv6sH,592.4117647
dHANIxbZ2M,589.4705882
tsZ2K1wCRs,648.5808824
Itlz7vLPuB,703.1911765
StiPYvv5Mp,777.8529412
OMHt8jbZ4e,828.7352941
zqmwb2AgHP,920.2279412
MZRCsgCqy8,995.875
8rFWFNCSQr,1038.433824
BDUUPImoyo,1070.588235
aMYYs3yaYe,1185.963235
NSpQw7vFWP,1243.382353
fZOkvBpvJ9,1227.389706
jVIBiBkvFX,1314.683824
khX9FD8wrx,1462.5
NSe16PuCCs,1568.316176
KV6i4oDxk4,1596.470588
LoiVWS0TKg,1616.830882
g7U6a2L5yk,1695.330882
vGCMqo7SIp,1794.801471
3oAeun3sHI,69.13970588
yXUZV3f3rM,134.2867647
k0b1q61xT7,517.2794118
YNWGyJd1bl,672.3676471
oDH4hI9aFp,678.7132353
UaOs3CFYyX,729.2867647
RZHiylE6yZ,757.7720588
6e7j3iiPOP,60.08088235
DJem3g4qIX,162.9117647
USc1WtM1uq,16
axYDcrPDmz,12.00735294
Q7B5fYao9x,25.71323529
8NTgy8OQUm,21.86029412
4QcQP6B0Qy,142.9338235
Dh7RhetVS1,82.625
39jP2Z1urQ,85.88970588
BseIPUiJji,130.0588235
uuWsc855P5,39.20588235
WNBCyCImCV,94.16911765
U8rjv5ua99,11.81617647
6E1W0r9GO4,56.49264706
jLGNKuc20Y,91.25735294
Tsq9Ut4v42,26.47058824
YWpEyonN31,49.03676471
7WyeFCijpt,64.06617647
aBhpbo0Zva,48.71323529
xWclBgagd4,63.59558824
oYQUI64btx,85.11764706
zwoTAMgpbi,132.8161765
tdqo1CGhl2,276.1617647
FU4qGQN77f,308.1985294
GYLwWEQMLh,26.82352941
goyKXyO1h0,80.54411765
NAKz54KCYr,84.19852941
1sKe4yQHfc,23.30882353
FrvB6Eqv77,72.68382353
v2vaX6lnU3,136.6911765
IY7DZcNF2j,132.9044118
aVXQZX6KQl,166.9485294
tUxboUpsBV,235.4632353
HdLwRMpcBg,341.7132353
ShAt1r8H8g,427.2058824
FL4COTPGmI,11.19852941
ajUpTFFyZX,26.63235294
WrlzPMGuuJ,135.8970588
Ox4hbCqHhm,151.7867647
G3kwEkCkS2,60.91911765
RRCC4ceEcJ,14.52205882
8HQ46Rx3Ux,29.61764706
UmwooF2gJA,15.74264706
q6EIPSvVQk,27.72794118
FnxGbzlp2v,28.43382353
hbpnCvxnwz,25.70588235
sFCQhmB3P7,61.41911765
6A7iCIdGBr,119.7941176
ZG0STmih2l,141.2647059
zBCeoJuknF,175.2867647
5stmqrIEXp,307.5
LwSJKHv1ne,352.1691176
qAJYBdA874,24.875
Cvn0KIrOYG,44.05882353
iCKxaB5KAQ,10.60294118
EFHUHlIPGp,49.22794118
4PoNiu8T5T,49.21323529
Q9zR3b4Qb3,85.16911765
Sgv7TZ4y8H,29.23529412
7pKA6MP2Hn,99.86029412
skTNq49oXl,131.8676471
i8Is5eT4bM,62.21323529
3iKBZVH4Ez,95.42647059
K7nEEVydp4,136.9411765
Ph7Z8OFqAg,164.5073529
XPxwZVmBlI,191.7647059
c97MNDXn3C,25.53676471
fqbohiOes2,91.94852941
9F2FvRBfvJ,35.58088235
SuKPGijcCH,68.96323529
fUgSYQQ9nu,423.7867647
TD7Dr235TP,415.7426471
IB0fNlZK7Q,407.3970588
dn9T8HuVWK,22.25735294
y3HVQKsxY9,29.44852941
K0RTEI7Z7E,30.30882353
7zw5VSxpOC,68.89705882
YvuXWiEi9g,26.11764706
YZniG1ayQ6,63.75735294
kfz1lquamY,25.53676471
NAbuDFlWO1,49.66911765
7ronVhOOe1,60.21323529
PoihbxsGQ8,11.84558824
LcdYL5zrIj,27.625
Ut5cHmtwEw,15.47058824
LJdJBXkh23,22.57352941
7xMoXYsNLw,46.44852941
l5G6FxUxZo,30.48529412
oXumZUY9Ij,83.49264706
vn4QuneZvd,144.3602941
zamx4hFVYY,183.6544118
SNFsaCW03Z,141.5661765
Kcz8GSEto2,32.05882353
cvTrqsek55,286.0955882
12RVZTRz1m,67.41911765
rRslgJPIhx,251.3602941
OGY5WYU9L0,16.28676471
41Xy0A4wAT,49.69117647
lCL2T79wLU,62.97794118
pCrbdLOflk,61.76470588
veyjHdCsSt,26.34558824
7pyq5reV6P,92.45588235
7xyJT6ElmQ,123.7352941
3n82LfKEwl,184.2279412
66rxMYFqmw,209.4191176
GQdJVvcVbU,272.2720588
IggqGFEojC,374.9485294
u8X4d34y1O,484.5808824
GFPo9pVw1O,527.3529412
aSphbZ2Ht6,586.7573529
uJPnA0Wl3N,648.1176471
tODzWMVJ4x,700.1176471
44H5kZNAH1,834.3235294
JnGDBpxy6r,875.8455882
l4VqHLur99,932.5661765
4GGuGn7EPS,993.2279412
tFPrSioeWh,1004.823529
wy28WyxaV4,1065.647059
hNvT6aRIaW,1115.477941
A5AKDcNIAn,1300.345588
LKdcpuurSM,1393.875
Iyzbhjl8rW,1487.75
V0YdpRodKb,1528.595588
xzbVPv05ln,1911.985294
8IpKLtDyPv,1893.536765
VMCBUgdibd,2130.272059
a4gYSQMBq2,2052.477941
Io3epcneTq,2152.691176
QjVzNarulL,73.53676471
8LsJFZv1VX,72.25
qtPvh5NFIb,29.04411765
JnOZtSMqpf,70.46323529
teqSQNfH1c,102.125
gyb44VCuHb,33.92647059
kL7TZB9n6P,70.32352941
8bl1F5qqXD,173.8529412
ZOYhqDy6aS,216.4558824
zFDrtwXE7W,106.8235294
UP0TFZpmEV,94.97794118
eDkDuGSyrB,31.5
Re2YJqBhls,169.0882353
g6bhL4Dfm1,237.1911765
9EQZodfsnT,284.5441176
K0h8phjqEj,307.0588235
97ZqtfEoAr,334.6323529
tTAJv3theo,105.1911765
C6nXWdcoLW,136.2352941
WRjXmPoMXe,204.7205882
Ark4okFo0j,288.1838235
y3S50MeVB7,307.6544118
MPFvqogaA7,348.4779412
ZOw368F9Hv,49.72794118
OUh7QJ76UF,64.23529412
e041iD2FTC,85.05147059
v1vH1SKvKp,129.7647059
OXp7npSwE9,132.2647059
zlt19Hept3,151.0294118
hbLzfJ4BYb,11.88970588
mLMOfHviJw,101.4779412
LRqtkZz3Z7,139.5367647
pGSxOwi1oy,218.9338235
EQToR5gK1K,25.74264706
BpcWI8T0S0,69.06617647
htXxFxn8JR,51.70588235
lGTjOjD6r5,126.7426471
I3R62YFhHM,49.24264706
pni6O1uS4R,79.82352941
ZuHw3ck8Zt,55.38970588
gKyScUlJCi,37.48529412
zjfDhEiXri,106.6470588
AxGmbBdoBq,126.7573529
h2r5izOM7C,191.4926471
c11lUWLC2s,236.0955882
pBNXHfBsJ8,392.7941176
Fs9vL80287,400.5147059
pfM0m5ugd3,450.7352941
s2vkBb6wLW,480.9558824
EuGNfKJBAE,28.58088235
rwUX0kKicD,74.32352941
czqERFpxpX,63.35294118
0iuICKq64T,18.59558824
bzGhljwEtL,33.55882353
l4TPpVuXr1,27.16176471
lLD6ZIRwlW,51.80882353
q6GsI8r70E,26.61029412
L8ws6Bg691,71.03676471
UHAxCdfNzc,91.73529412
QdjtsLBga1,59.13970588
JqqRVkdk8n,65.01470588
6PkdXhMXnq,107.4779412
MmAGk8uyhJ,10.73529412
FGKiFTN7BH,27.66176471
TEFtaLEI15,57.28676471
nD69PX5Hsh,50.72794118
zGpqGlp7Gw,81.70588235
54PDcPKpsH,35.75
m82zz0p9tG,67.16911765
oMiZRpLmUS,94.75735294
dgawieNN9i,29.70588235
87iLZsry4T,108.3823529
GdhBF0UeDx,96.77941176
j6TD2fRz8t,170.0735294
sP8wZYSKKN,33.60294118
sZgh8cwUpG,57.77205882
3MjoMQHoKe,175.8970588
S5SLwxn8C2,138.4485294
oXaYXjuhea,10.91176471
SsyOyRx0st,27.83823529
7WEwS39tT5,10.52941176
AdVoDA5Nx6,49.41911765
AK0aNPvYDE,13.36029412
4kYdAf1BVk,35.08823529
yDyyVKmMcI,50.90441176
0NIBF9hkNm,63.07352941
LUZ3quX3Yb,104.2426471
HYG6loMNPa,136.4117647
54VumLjing,25.13970588
W9cg6aOjPs,88.56617647
EcU4DY0iwz,25.69852941
QdbiAAda9k,31.32352941
NF7LasdaoU,54.60294118
LLJdtUR10P,14.44117647
bUDbq4XOYl,28.50735294
zX96yWJrtc,51.33823529
hwpOFXKmbE,30.15441176
dfav0C9PDz,665.5514706
kguBtIxitw,16.82352941
kynUhn4jvT,29.30147059
gpldUQYhWr,108.9779412
IGtyuvfdix,30.32352941
JnlSRxlOlj,49.59558824
yVGSWu94Hk,51.58088235
yCnzatxgJ5,70.68382353
IX41LyZqek,49.47794118
sWrHxDgf2T,66.78676471
uwI5Cdao3v,30.34558824
wTI9wB1mel,10.80147059
RyBg6gAwCY,13.04411765
ZmcmGtaW4n,26.53676471
gD4LExk2y9,45.51470588
ioU4jZYKxm,130.0073529
lajPfJHfZW,110.5735294
hCXU2AFQJN,53.33088235
KwkjXrM5n3,12.79411765
u8cWsvpBpq,31.78676471
QqHIWeCKy3,52.125
bEQmANBgQY,153.1102941
kjcEdKwY40,114.2720588
eAR1BKH4vq,22.80147059
9HGOpeFQZ2,83.44117647
iPF7IJ2xXp,10.44117647
r5lHaYUaHH,29.58088235
sBh9SE9KpO,50.64705882
qPRAx4KbhL,73.75
hs3TjYXEad,17.33088235
NUcGDCC07B,39.01470588
x2JhY4MqxE,47.78676471
cukeYB90bf,34.97794118
yAp4OWVbBH,102.9705882
L7LVISwx03,90.83823529
4xTEBFMLfy,96.03676471
jAkuyfBgGA,151.9338235
nPf7iln1Gn,15.84558824
I84dOm9CW1,30.27205882
acZgPbCT30,11.72794118
mXHPXBucSf,33.72058824
YdXjkPBjgV,28.69117647
q7xkp9zFAJ,53.78676471
QEUwSbUPG2,13.69117647
l1J54WytRb,30.31617647
IIrFCQZNPw,79.88970588
OGcuDBvcoe,65.61764706
reGp5R4KgT,12.96323529
X9waOXdW7V,69.16176471
C1zTNtDtbq,15.79411765
XAj7GFy0q6,39.25735294
JB3jnKlB0F,43.63235294
AJcbpiaR9y,18.36764706
2uyW91fZud,30.08088235
wQhnxqhrui,93.81617647
Omf9Rz9P9V,31.52941176
INElMo4sJN,64.60294118
uHThhreEQL,14.22794118
mQEbsCoXvY,33.10294118
M17hIhnczf,74.16176471
o0CExgiDYl,138.5
amWM7ZHwRV,27.90441176
L9Yac0OsSp,88.15441176
3XcN1d5JR4,228.1838235
Kd5tGQZTBQ,281.9485294
hQPrYKaczK,309.0147059
YgQQTsAs3d,359.1470588
wWgNUm305b,482.9044118
FqI48rc7fB,550.7352941
2DqPXgwU6F,621.1764706
pp12wKWgTu,85.88235294
261FIzzGHU,68.97058824
